index;word;classification_acc
80;only;0.426078971533517
22;but;0.46235078053259865
126;long;0.46395775941230494
195;get;0.4719926538108356
125;face;0.47222222222222215
144;young;0.4779614325068871
1;the;0.47979797979797983
49;when;0.4804866850321396
18;as;0.4834710743801653
166;every;0.49104683195592286
