index;word;classification_acc
257;stood;0.42286501377410474
80;only;0.426078971533517
420;state;0.44054178145087236
22;but;0.46235078053259865
126;long;0.46395775941230494
312;began;0.46441689623507804
349;fire;0.4674012855831038
245;gone;0.4685491276400367
240;friend;0.46923783287419657
244;wish;0.4701561065197429
