index;word;classification_acc
542;meet;0.48126721763085395
993;thrown;0.5078512396694215
478;change;0.5089531680440771
977;line;0.5129476584022038
728;heavy;0.5165289256198347
301;set;0.518595041322314
491;school;0.5202479338842976
835;carker;0.5210743801652893
777;showed;0.5212121212121212
771;glass;0.5227272727272727
