index;word;classification_acc
1358;voices;0.4694214876033058
542;meet;0.48126721763085395
1712;explained;0.4958677685950413
993;thrown;0.5078512396694215
478;change;0.5089531680440771
1155;share;0.512534435261708
977;line;0.5129476584022038
1779;ancient;0.5152892561983471
1805;somewhere;0.5158402203856749
1486;excellent;0.5161157024793388
