index;word;classification_acc
112;too;0.4198347107438017
147;these;0.42589531680440773
28;on;0.42865013774104677
194;right;0.465564738292011
136;where;0.46887052341597796
105;go;0.47382920110192833
29;have;0.47382920110192844
79;man;0.47548209366391186
188;yes;0.4776859504132231
145;sir;0.47768595041322315
