index;word;classification_acc
210;got;0.4115702479338843
112;too;0.4198347107438017
823;touched;0.4220385674931129
147;these;0.42589531680440773
28;on;0.42865013774104677
564;sound;0.4325068870523416
574;opinion;0.4556473829201102
225;took;0.46060606060606063
885;wall;0.4650137741046832
659;play;0.465564738292011
