index;word;classification_acc
210;got;0.4115702479338843
112;too;0.4198347107438017
147;these;0.42589531680440773
28;on;0.42865013774104677
225;took;0.46060606060606063
497;return;0.465564738292011
194;right;0.465564738292011
351;gentleman;0.4666666666666666
136;where;0.46887052341597796
373;esther;0.47052341597796143
