index;word;classification_acc
594;cousin;0.22988980716253443
1977;freedom;0.23608815426997248
1311;busy;0.2611570247933884
353;hardly;0.27327823691460057
177;knew;0.2772727272727272
569;week;0.2786501377410468
1762;directly;0.2800275482093664
1218;grief;0.2803030303030303
1757;hearts;0.2933884297520661
55;will;0.2943526170798898
