index;word;classification_acc
112;too;0.10523415977961433
1048;quietly;0.10578512396694216
1681;middlemarch;0.11239669421487603
373;esther;0.11955922865013772
409;saying;0.12066115702479337
1662;truly;0.12176308539944902
664;pity;0.12176308539944902
558;married;0.1234159779614325
1081;nurse;0.12451790633608815
1223;bare;0.12617079889807162
