index;word;classification_acc
112;too;0.10523415977961433
373;esther;0.11955922865013772
409;saying;0.12066115702479337
664;pity;0.12176308539944902
558;married;0.1234159779614325
394;already;0.1272727272727273
964;yesterday;0.1327823691460055
257;stood;0.13608815426997245
197;give;0.13663911845730028
861;winter;0.13829201101928376
