index;word;classification_acc
112;too;0.10523415977961433
197;give;0.13663911845730028
150;house;0.13829201101928376
125;face;0.14214876033057852
34;my;0.14545454545454548
85;think;0.14600550964187328
147;these;0.14820936639118457
61;more;0.14986225895316804
22;but;0.15261707988980716
17;with;0.15371900826446283
