index;word;classification_acc
1119;bread;0.47471074380165296
1197;trembling;0.4790082644628099
1714;treated;0.48462809917355365
1906;brothers;0.4879338842975206
1696;weakness;0.5054545454545455
1472;calling;0.507107438016529
522;drawing;0.5084297520661157
859;colour;0.5104132231404959
543;tried;0.5130578512396694
1891;sufficiently;0.5143801652892562
