index;word;classification_acc
522;drawing;0.5084297520661157
859;colour;0.5104132231404959
543;tried;0.5130578512396694
636;kate;0.5150413223140495
425;dinner;0.5193388429752066
374;read;0.5216528925619835
875;chloe;0.5226446280991736
428;bed;0.5256198347107438
13;his;0.5269421487603305
93;such;0.5282644628099173
