index;word;classification_acc
1240;slow;0.10261707988980717
1970;blame;0.10743801652892564
700;body;0.10927456382001836
1764;prospect;0.11042240587695133
1763;bottom;0.11386593204775024
329;feeling;0.11570247933884298
1685;equally;0.11685032139577593
1385;escape;0.12213039485766759
1171;seated;0.12213039485766759
178;ethel;0.12327823691460056
