index;word;classification_acc
700;body;0.10927456382001836
329;feeling;0.11570247933884298
178;ethel;0.12327823691460056
414;death;0.12350780532598715
422;person;0.12901744719926536
195;get;0.13108356290174472
337;taken;0.13292011019283748
603;bit;0.1347566574839302
882;gentle;0.13613406795224978
539;character;0.13728191000918274
